,xcoord,ycoord,zcoord
2688,137.19,40.44,-28.87
2689,143.32,36.38,-29.71
2690,145.01,33.09,-32.17
2691,142.75,31.79,-35.06
2692,142.54,28.48,-38.02
2693,143.27,24.59,-40.08
2694,135.72,23.12,-45.67
2695,146.51,13.89,-43.23
2696,142.61,13.81,-45.6
2697,138.71,3.55,-49.76
2698,143.14,3.18,-47.35
2699,151.82,4.87,52.49
2700,147.23,6.59,53.79
2701,151.05,15.36,50.39
2702,145.96,16,51.96
2703,147.86,20.09,49.64
2704,148.08,24.02,47.4
2705,152.12,26.29,44.29
2706,147.11,28.59,44.77
2707,150.34,31.28,41.04
2708,148.83,34.9,38.27
2709,147.81,38.79,33.92
2710,146.37,41.68,30.34
2711,154.6,39.77,26.77
2712,149.52,43.46,23.7
2713,149.9,44.98,19.15
2714,151.87,44.89,16.09
2715,151.22,45.98,11.76
2716,146.62,48.37,9.11
2717,148.07,47.73,4.15
2718,149.26,46.88,0.18
2719,151.43,45.52,-2.47
2720,146.24,47.65,-4.39
2721,147.74,46.39,-7.03
2722,143.84,46.08,-13.13
2723,149.87,42.45,-14.24
2724,143.82,41.19,-22.65
2725,146.14,38.33,-25.09
2726,141.9,39.54,-26.75
2727,148.12,34.67,-28.06
2728,149.52,30.97,-30.81
2729,146.88,28.28,-35.03
2730,147.51,24.31,-37.68
2731,150.34,19.89,-38.15
2732,143.1,19.05,-43.17
2733,149.9,14.82,-40.7
2734,149.14,8.91,-42.8
2735,141.28,8.42,-47.67
2736,151.06,3.23,-42.47
2737,157.14,-0.26,50.65
2738,156.4,5.38,50.69
2739,152.96,9.83,51.23
2740,156.93,11.08,49.33
2741,154.32,16.65,48.61
2742,152.96,21.51,47.01
2743,155.21,26.95,42.26
2744,156.08,30.01,39.28
2745,159.49,30.17,36.78
2746,152.73,34.28,36.78
2747,153.14,36.3,33.74
2748,151.52,39.33,30.24
2749,158.65,38.17,25.67
2750,154.12,42.01,22.13
2751,157.15,41.56,19.26
2752,156.36,42.85,15.11
2753,155.58,43.79,10.96
2754,152.22,45.8,7.38
2755,156.76,43.45,4.42
2756,153.79,44.74,2.28
2757,157.44,42.41,-1.26
2758,154.32,43.28,-5.11
2759,152.28,43.51,-8.7
2760,153.53,41.53,-11.86
2761,149.51,41.34,-17.09
2762,149.09,39.68,-20.44
2763,150.82,36.83,-23.18
2764,152.14,33.37,-26.32
2765,156.2,31.39,-24.76
2766,154.08,29.06,-29.18
2767,151.27,26.94,-32.94
2768,151.94,23.07,-35.25
2769,154.81,17.64,-35.98
2770,146.54,19.75,-40.73
2771,157.64,11.72,-36.06
2772,152.68,9.04,-40.54
2773,154.58,2.61,-40.17
2774,157.82,1.17,-37.8
2775,164.13,0.74,46.59
2776,160.79,3.7,48.62
2777,161.26,8.73,47.67
2778,158.85,15.32,46.9
2779,161.53,17.73,44.4
2780,156.91,21.32,45.05
2781,160.62,22.75,42.2
2782,161.45,25.41,39.8
2783,164.76,28.01,34.7
2784,159.23,32.85,34.03
2785,162.03,33.47,30.64
2786,157.02,36.6,30.32
2787,163.51,34.35,27.22
2788,160.52,38.86,21.97
2789,168.65,35.02,16.6
2790,162.14,39.89,14.26
2791,162.12,40.26,11.21
2792,157.85,42.93,7.72
2793,163.25,39.65,4.46
2794,160.3,40.94,0.76
2795,164.92,37.46,-2.06
2796,160.29,39.85,-4.39
2797,158.04,40.17,-7.72
2798,155.66,38.62,-15.01
2799,160.23,35.04,-15.48
2800,154.15,37.61,-18.47
2801,159.06,33.93,-18.54
2802,155.1,34.63,-21.56
2803,159.73,30.73,-21.65
2804,157.72,26.79,-27.73
2805,162.14,22.11,-27.09
2806,155.77,24.13,-31.32
2807,164.65,16.21,-28.13
2808,153.61,14.06,-38.44
2809,159.57,14.69,-33.59
2810,156.15,7.73,-38.26
2811,159.6,5.49,-35.84
2812,162.4,1.45,-34.03
2813,168.65,3.28,42.78
2814,163.82,11.55,45.38
2815,169.62,9.12,40.64
2816,166.64,13.12,42.52
2817,165.57,18.39,41.23
2818,168.61,18.22,38.58
2819,169.35,22.23,35.01
2820,165.23,24.09,37.75
2821,170.99,24.16,31.34
2822,166.52,29,31.66
2823,168.36,30,27.96
2824,170.18,30.78,24.03
2825,165.32,34.92,23.66
2826,166.9,35.38,20.15
2827,173.29,31.82,12.19
2828,168.43,35.8,13.33
2829,168.55,36.18,9.58
2830,164.14,39.09,7.84
2831,169.21,35.4,4.7
2832,166.49,37.03,1.64
2833,170.66,33.22,-0.69
2834,169.72,32.96,-4.09
2835,164.92,36.09,-6.12
2836,158.77,38.55,-10.88
2837,162.71,34.69,-12.66
2838,168.05,29.94,-13.03
2839,165.83,29.72,-15.91
2840,163.95,29.57,-18.4
2841,168.01,23.97,-19.67
2842,160.32,27.19,-24.72
2843,164.72,22.65,-24.27
2844,159.88,21,-29.82
2845,171.72,14.75,-22.01
2846,161.83,15.99,-30.98
2847,166.93,10.63,-28.44
2848,164.28,10.07,-30.96
2849,164.91,3.95,-31.69
2850,166.86,0.39,-30.1
2851,175.36,0.39,34.34
2852,171.97,3.21,38.76
2853,174.26,6.71,35.17
2854,175.83,10.34,32.08
2855,177.3,12.99,27.98
2856,172.58,16.15,34.56
2857,174.1,18.31,31.11
2858,175.52,20.19,27.03
2859,177.02,20.32,23.24
2860,172.35,25.73,27.4
2861,174.24,26.23,23.02
2862,176.47,24.94,19.08
2863,172.01,30.67,19.75
2864,177.22,26.04,13.8
2865,174.16,29.61,16.24
2866,176.45,28.42,9.43
2867,179.88,22.62,5.73
2868,172.94,32.52,7.1
2869,176.15,28.49,4.37
2870,174.09,30.34,1.84
2871,177.65,25.49,-0.61
2872,175.1,27.81,-3.34
2873,171.59,29.98,-7.04
2874,164.05,35.48,-8.99
2875,168.86,31.04,-9.99
2876,173.7,25.32,-10.7
2877,172.25,24.42,-13.94
2878,170.36,23.95,-16.8
2879,175.55,18.55,-14.98
2880,164.02,26.63,-21.73
2881,168.9,19.84,-22.11
2882,167.18,17.07,-25.48
2883,175.04,13.34,-18.93
2884,169.87,12.09,-25.12
2885,173.83,9.06,-22.2
2886,171.11,6.25,-25.52
2887,168.6,5.3,-28.18
2888,173.75,2.6,-23.38
2889,182.01,1.82,18.7
2890,179.71,4.42,25.49
2891,177.96,4.57,29.36
2892,182.95,4.17,15.04
2893,184.01,3.74,9.94
2894,180.89,8.36,20.75
2895,179.13,12.27,24.06
2896,181.74,11.92,16.51
2897,184.12,5.2,6.56
2898,179.46,17.07,19.91
2899,182.78,11.11,12.2
2900,179.52,20.3,16.19
2901,180.77,18.46,12.33
2902,182.81,13.35,8.08
2903,184.37,5.37,2.59
2904,179.77,22.33,9.24
2905,181.54,-15.61,-4.65
2906,183.41,11.32,1.39
2907,180.36,21.01,2.17
2908,183.63,-10.45,0.73
2909,181.64,17.49,-0.87
2910,178.86,21.78,-4.52
2911,181.95,14.26,-4.2
2912,175.72,24.79,-7.36
2913,183.85,7.53,-2.42
2914,179.51,17.93,-7.88
2915,177.17,19.75,-11.13
2916,182.02,10.78,-7.64
2917,179.95,13.42,-11.2
2918,172.8,18.49,-18.47
2919,178,13.43,-14.81
2920,183.67,4.36,-5.67
2921,181.47,6.76,-11.52
2922,177.59,8.91,-17.29
2923,184.47,0.67,-1.49
2924,180.4,5.15,-14.36
2925,182.96,1.89,-8.83
2926,178.71,1.26,-17.37
2927,43.56,42.65,-61.24
2928,-192.08,20.29,25.29
2929,124.76,16.68,-53.53
2930,108.54,14.64,-60.51
2931,62.26,6.31,65.88
2932,-29.05,49.71,-55.75
2933,-178.26,6.8,-30.27
2934,115.72,31.81,-50.11
2935,-131.33,14.72,-52.53
2936,-33.99,41.27,52.2
2937,-205.42,5.97,-3.48
2938,-85.69,14.52,-67.36
2939,132.91,48.72,26.83
2940,118.3,56.14,-16.22
2941,-76.63,63.36,-24.29
2942,134.13,2.01,57.65
2943,-22.54,7.84,-77.57
2944,11.61,27.21,-72.9
2945,32.55,60.98,-41.16
2946,49.89,68.41,11.92
2947,34.53,58.2,-45.15
2948,59.29,67.03,-22.83
2949,-7.43,56.25,39.3
2950,71.72,29.68,-64.73
2951,-5.53,23.13,62.9
2952,28.11,54.42,41.75
2953,171.57,12.18,37.5
2954,114.27,57.46,17.36
2955,-80.62,55.8,30.98
2956,24.05,14.6,-76.22
2957,-158.7,19.02,-38.17
2958,-104.3,43.05,42.36
2959,104.06,6.18,62.24
2960,52.4,2.56,66.06
2961,-94.48,-61.16,12.16
2962,10.86,52.59,-54.12
2963,-30.89,44.13,-60.81
2964,144.01,43.04,-19.14
2965,-93.23,43.91,43.85
2966,-177.07,17.78,37.4
2967,-20.41,65.48,-34.23
2968,176.19,4.92,-20.26
2969,156.71,20.05,-33.28
2970,10.86,15.82,-76.45
2971,46.34,57.05,37.48
2972,89.75,49.44,41.94
2973,-168.41,40.78,-3.43
2974,-201.82,9.21,20.4
2975,4.35,39.27,55.42
2976,-197.83,15.99,21.78
2977,-32.52,64.74,-33.91
2978,-131.25,12.33,54.06
2979,96.44,44.03,46.33
2980,34.98,63.42,-36.7
2981,-197.03,22.32,16.14
2982,143.06,44.61,27.37
2983,90.14,49.27,-43.57
2984,145.23,8.41,-45.39
2985,85.14,26.7,59.43
2986,-54.91,15.29,62.95
2987,-72.76,25.12,58.61
2988,-9.69,34.97,57.44
2989,14.11,21.1,-75.07
2990,90.27,26.86,58.8
2991,96.18,59.88,-24.14
2992,-17.79,51.46,44.21
2993,105.53,40.52,47.35
2994,-24.01,59.06,-45.07
2995,-128.54,54.17,-10.65
2996,19.42,14.76,-76.38
2997,52.48,60.06,32.6
2998,57.13,57.86,-42.32
2999,161.65,8.79,-33.71
3000,93.15,62.91,-16.82
3001,81.15,25.43,-64.59
3002,133.67,35.49,-37.21
3003,182.76,14.68,5.08
3004,-10.89,56.71,-48.99
3005,36.86,33.12,58.66
3006,104.94,11.25,-62.44
3007,-30.01,40.88,52.51
3008,-3.38,48.06,-58.58
3009,-140.49,48.93,-16.26
3010,-149.88,23.4,45.66
3011,-116.44,7.2,57.71
3012,-167.32,35.26,28.04
3013,-157.51,2.79,-43.13
3014,-31.79,12.58,-76.22
3015,102.78,43.67,45.35
3016,-94.93,8.22,-65.56
3017,-113.79,52.77,-28.45
3018,148.16,11.18,52.65
3019,-207.19,-6.89,2.85
3020,22.58,66.25,22.16
3021,6.49,44.51,51.6
3022,45.64,36.81,56.23
3023,-81.86,16.91,60.56
3024,-115.32,2.09,58.15
3025,-45.99,46.75,-56.4
3026,-85.65,1.86,62.14
3027,55.98,26.98,-68.77
3028,162.45,38.93,17.72
3029,-72.5,52.81,-45.34
3030,11.82,7.27,-78.02
3031,-154.79,23.09,44.15
3032,-134.95,27.87,47.15
3033,-91.24,51.3,35.68
3034,11.04,6.98,66.43
3035,-16.75,63.31,27.3
3036,166.07,5.72,44.87
3037,-118.4,33.4,-48.86
3038,-20.05,3.22,-78.11
3039,-0.25,21.24,63.68
